review,sentiment
"There are many reasons to watch this movie: to see the reality that whips Latin America with regard to the kidnappings thing, the police corruption at continental level, among so many realities that we live the Latins. <br /><br />The performance of Denzel Wahington was brilliant, this guy continues being an excellent actor and that it continues this way. Dakota Fanning just by 10 years, an excellent actress has become and I congratulate her. The rest of the movie was of marvel, I have it in my collection. <br /><br />I hope that they are happened to those producing of Hollywood to make a movie completely in Venezuela, where they show our reality better with regard to the delinquency, the traffic of drugs or the political problems. They have been few the movies that they play Venezuelan land (for example: Aracnophobia, Jungle 2 Jungle, Dragonfly) they should make more, as well as they make in Mexico.<br /><br />The song ""Una Mirada"" I hope that it leaves in the soundtrack, it is excellent. My vote is 10/10",positive
"I watch this movie at the start of every summer, and it never ceases to amuse me. Here the jokes are packed in near every line of dialogue, giving you more bang than the average Simpsons episode. Some of the jokes fall flat or will only elicit a slight chuckle, but others will leave you rolling and then there are those that stick in your brain... ""The audience is now deaf.""<br /><br />The video knows it's a video, and makes no pretensions about being anything else. It's easy to sit back and let the bombardment of humor begin. A good mix of slapstick, pop culture, and tongue-in-cheek comedy ensures there's something for everybody. I was in sixth grade when I first saw this video, and I have to admit I still find it as hilarious now that I've started college.<br /><br />This is a good movie to watch over the summer, much in the way you might watch ""It's a Wonderful Life"" at Christmas or ""Ten Commandments"" at Easter/Passover. More than that, it's just funny as hell.",positive
Very lovely love story between Brenda Blethyn and Alfred Molina. The whole story is very bizarre and funny. An undertaker (A. Molina) loves a married woman (B.Blethyn). They try to fake her death to escape her husband and the village. A scenario of strange situations starts. As good as SAVING GRACE and LONG LIVE NED DEVINE.,positive
"I'm surprised with the amount of negative reviews on this film. If you don't like this movie for what it is - a silly, over-the-top, mob story - then you are simply reading too much into it. This film is a classic tale of a mob wife trying to escape ""the life"" and the troubles that follow her. Michelle Pfeiffer is terrificly 80's 'jersey, who is an uncertain, uncomfortable mob wife while Matthew Modine is an anal retentive-like mob tracking cop who falls for her. The plot is mostly predictable and cutesy and Mercedes Ruel steals the show as the Queen of Mob Wives. If you aren't looking for something too dynamic and complex, this movie is absolutely entertaining and an 80's cult classic. You won't be able to stop watching if you start.",positive
"We rented five movies for New Year's Eve weekend and watched this one first. All I can say is that there was no place to go but up after watching this one. It was pointless and vulgar. Harvey Keitel's script must have been easy to write -- just make two out every three words a curse word. Andie McDowell is surprisingly good in a character roll, but the movie has nothing else to recommend it.",negative
"First, a word of caution. The DVD box describes this film as a comedy. I don't think that was the intention of anyone connected with the film other than some marketing morons. While light and a little bit funny in places, it is NOT a comedy and if you expect that you will be disappointed.<br /><br />I had never even heard of this film and had absolutely no expectations one way or the other. Considering that the other two DVDs I picked up were big disappointments, I was so happy when I saw this film. The acting, writing and direction were excellent. The story itself definitely interested me, as you don't usually see films about the final month of France before the Nazi takeover in 1940. It gave some insight into the parasites that gave up so quickly and agreed to partitioning their beloved country. Along the way, there are plots involving a selfish and weak actress played very well by Isabelle Adjani--who looks marvelous after all these years. She kills an ex-lover and then finds a poor sap to take the fall. This sap escapes from prison and finds her--with another lover--a high government official and weasel played by Gerard Depardieu. In addition, a subplot about a Jewish physicist trying to smuggle deuterium out of the country is introduced and eventually this becomes the main plot. The story has a lot of nice twists and turns, a light sense of humor (without trying to be a comedy) and some genuine suspenseful moments. Together, they create a nice package this is sure to please.",positive
"This short was the first short released by Paramount Famous Studios and was one of several done by the studio showing Popeye engaged directly against the enemy, most often the Japanese. While Warner Brothers, Disney and, to a lesser extent, other studios, did shorts often depicting Germans as foils, the majority of Famous Studios efforts focused on the Japanese. Given Pearl Harbor and Popeye's naval ties, this is quite understandable. This is an average short. Seein' Red, White an' Blue and Spinach For Britain have aged better. But it's still worth watching. Recommended.",positive
"Apparently, a massive head wound is the cure for homicidal tendencies, turning a murderous sociopath into a lovable and oafish dog catcher. Also (this ones for the ladies), it seems that the front gate of a psychiatric hospital is an overlooked hot spot for meeting potential mates. Those are just two of the approximately 23 absurdities we're supposed to accept for this movie to have any meaning. I love movies and I believed, as I'm assuming many Americans do (forgive me if I'm wrong), that Hollywood turned out the best product. I've come to learn how sadly naive and brainwashed I was and 2) how much more sophisticated European/Asian Cinema is in comparison to its American counterpart.<br /><br />I watched this allegedly disturbing psychological ""thriller"" the night following a viewing of a Japanese movie called Suicide Club. As the camera faded on Walter Sparrow's happy little family enjoying some quality time around a prison visiting room table (not to mention the patronizing voice-over extolling the virtue of ""doing the right thing""), I suddenly had an epiphany. I had just finished watching a movie that left me feeling as though I'd just had a glass of water when I really wanted a beer. My thirst was sated, but it was strictly utilitarian. The premise was mildly interesting, but the story itself, with its innumerable ""coincidences"" (How do we explain her finding the book? We'll just say something like,""...Or did the book find her?."" They'll buy that), gaping plot holes (why did wifey take the skeleton?), predictability, and obligatory happy ending, turned out to be just another Hollywood hack job. Additionally, the casting of Jim Carrey was justwrong. At any moment, I felt he was capable of breaking into some shtick from one of his stupid comedies or In Living Color. Jim Carrey as a tattooed hard-boiled police detective who enjoys bondage and rough sex? Didn't buy it for a second.<br /><br />You want disturbing? Deeply disturbing? Watch Suicide Club. The story surrounds the mysterious mass suicide of 54 school girls. The film opens with a group of giggling high schoolers mulling about on a subway train platform. We then watch in horror as they line up, hold hands, and happily throw themselves in front of a fast moving commuter train. Needless to say, much chaos ensues. That's as far as I'm going to go with the story line because I encourage the reader to see the film. In fact, I'm not sure if I could outline the plot even if I wanted to. What begins as a straightforward mystery quickly descends into a madhouse of grotesque imagery. Did I understand the movie? Nonot initiallylike many of the foreign films my girlfriend has introduced me to. So naturally, I thought it was ""bad."" But this one lingered in my mind. I went to bed thinking on the film and awoke the next morning and looked it up on IMDb. I read some of the viewer comments and was astonished at 1) the insights others had derived from the film and 2) the fact that I had so thoroughly missed the whole point of the movie. I realized that I was so used to being spoon fed the ""message"" from Hollywood, that when confronted with a film that actually required the viewer to participateto actually think for themselves, I was totally unequipped. It's as if I had been conditioned to ""check my brain at the door"" of the theater.<br /><br />Am I saying that Suicide Club is the greatest movie ever made? Of course not. It has its flaws, many of which were reported adroitly by the IMDb reviewers. Am I saying that all American movies are bad and all foreign movies are good? Againof course not. My point is that there's a whole world of film-making outside of Hollywooda body of work that engages the viewer; forces them to think and questionmovies that don't telegraph plot twists, follow a strict linear sequence, and above all, don't insult the intelligence of the person watching. I look forward to expanding my mind while exploring this new world of film that doesn't ""do the thinking for me.""",negative
"I am a Shakespeare lover since childhood. I am also a Jew. Merchant of Venice is anti-semitic through and through no matter how hard scholars and literature lovers try to re-interpret it.<br /><br />In the play, Shylock is portrayed as demonic and cold-hearted and has no forgiveness, no warmth, no love except for money and cruel revenge, whereas the Christians are kind, moral people. His motives in the play revolve around money (he plots revenge from the start based on damage caused to his business as well as blind racial hate), not noble ideals or hurt racial pride as this movie wants you to believe. And this characterization is given to him by Shakespeare himself, not by the other characters. As final proof, the happy ending is where the Jew loses his money and is forced to convert to Christianity.<br /><br />I acknowledge this and move on. It is part of history and I enjoy Shakepeare despite this fact. Therefore I expect a movie based on this play to play it straight. I would much rather see the work adapted for its rich language and storytelling without any whitewashing.<br /><br />But many of the the bard's artful subtleties and playful characters are lost in this movie. For example, in the last scene where the men discover Portia's undercover work as a man who also took away their rings, instead of the playful game of words and misunderstandings as the truth reveals itself, it becomes a mean-spirited game where two bitchy women play cruelly with their soon-to-be husbands.<br /><br />So instead, we are only left with lovely detailed sets, fragments of the rich language with poor reinterpretation, poor casting, one intense courtroom scene, and a controversy.<br /><br />The truth is, I think it would be much easier to identify the anti-semitism in the story and move on if it were left as is. Despite all the whitewashing the makers of this movie pulled out of their hats, there is plenty of hatred left, only now people can make excuses and pretend the portrayal of Jews isn't so bad anymore.<br /><br />And finally, another problem is with most of the actors being miscast. Pacino is way out of his league and is very uncomfortable with the language, not to mention the horribly fake accent. Fiennes as Bassanio is charmless and awkward with the language. Irons is dependable as always but doesn't do much with his role. Portia is somewhat OK but unlikeable, and covered in bad makeup, just like the movie.",negative
"Tea Leoni plays Nora Wilde, a serious photographer, who is going through a bad divorce. She wants her freedom but it comes at a cost. She wants to legitimate photography but is hired to work for the tabloids as a paparazzi. Her boss is played by the wonderful and divine Holland Taylor. The show was well-written most of the time. TEa's Nora was beginning to develop into quite a memorable character but the network just didn't support comedy and they still don't. Even when they brought in George Wendt from Cheers, they made unnecessary changes in casting and characters. The show was fine in the beginning and the audience was getting used to it but then the network botches it up like a bad plastic surgery.",positive
"This movie was awful! Ashley Rose Orr, while a talented tap dancer, and singer (actually a little better than Temple was in terms of the latter), is a terrible actress. She plays the character as the Shirley that we saw on screen in her movies whether she's playing her onscreen or offscreen persona. So what we get is an overly cutesy, and wholly unrealistic (not to mention uninteresting) portrait. If one wants to see that side of her, one can just rent one of her movies. The only bright light here is Connie Britton's portrayal of Gertrude Temple. I don't think it was terribly realistic, but at least it was well acted. Save yourself the trouble and rent The Poor Little Rich Girl.",negative
"I absolutely loved this movie! It's my number one favorite. Although there were a few flaws (what movie doesn't have flaws?), this movie was very well written, directed, and produced. The characters in this movie are very real and believable. They made all of the characters fit into a specific role. I think that the most apparent thing about ""Here On Earth"" was the love triangle as well as the other emotional situations brought into the movie. It's not one of those movies where you just can't seem to relate to anything, because in it are situations that everyone is or has been in. There are so many different things going on in this movie that it is hard not to relate to it. I am just 18 years old and I can even relate to it. It was heart warming and wrenching at the same time. ""Here On Earth"" will make you laugh, cry, and sometimes angry. I give this movie an excellent review and recommend it to anyone who loves romance and passion!",positive
"I think I should start this in saying that nearly any style of work can be entertaining in parts. The true test is whether it is good from start to finish, which is the reason I gave the analogical title for this review. Most of us would agree--even those like me, who enjoy reading many blogs--that blogs can't compare with good novel writing for a number of reasons. Likewise, FEM can't compare with good film making for a number of reasons, and I actually believe it's a poor example of independent filmography. From start to finish, FEM feels like a pieced together vlog. (Heck, even MySpace gets some pimping.) If I wanted to see an hour of lonelygirl15--I don't--I'd go watch it. FEM, while certainly grittier than the bubble gum atmosphere of the aforementioned media, is so personal that it is without an interesting story. It's like watching the mundaneness of life, which I think most would agree is very naturally boring. And yet the creators of FEM want us to applaud it, their very postmodern film about making a film. Cue my yawn.<br /><br />Ultimately, I come away not caring the least bit about any of it. I'm shocked that I'm actually interested in taking time out to write this review, even. It's not that FEM is downright bad, because it isn't; it has a few moments where I crack a smile or think that maybe--just maybe--something of interest is about to happen. It's rather that it's just downright...mediocre. I feel so indifferent about it that it's almost fitting of an oxymoron: passionate indifference.<br /><br />I hope the creators/""actors"" in the film get out of debt from their efforts. They'll probably need it for when one of them moves out and moves on with life.<br /><br />See this movie if you've got time to waste and nothing much you want to do; otherwise, pass it by, and don't worry that you've missed some great, undiscovered talent. You really haven't.",negative
"This is first of all a good, exciting story, with well developed characters. But all the other details are well crafted on top of that, leading to a wonderful film. Don't let the Disney label lead you to think this is dumbed-down or only for kids -- it has a lot to offer to all ages, whether you like golf or not. One of the more impressive things is that the film manages to make a golf game look really exciting. And speaking as one of many who can't abide golf on TV, this is no small feat.<br /><br />The first half of the film does a good job of laying out the basic characters with their motivations and backgrounds, enough that you end up liking all the important competitors once the pivotal match begins halfway through. Sure, you root for Ouimet's character all along, but his primary opponents are likable and interesting in their own right. The background layer is important once the golf match becomes a match using minds as well as golf clubs, since you get a good understanding for what each person's strengths and weaknesses are as the play progresses.<br /><br />The computer effects are flashy, but they do help the story more often than not. The directing has all sorts of clever golf shots, and the period costumes and sets are really top notch.<br /><br />There are a few small quibbles -- many of the minor characters seem a little too stereotypically cast from the class warfare mold, but this is forgivable with the major characters so well drawn.<br /><br />Shia LaBoeuf playing Francis Ouimet is, as usual, callow and sympathetic. But the real standout is Steven Dillane, playing Harry Vardon. He rarely moves his face, but his intense, often sad, eyes and minor changes of expression say so much.<br /><br />Ouimet's caddy Eddie Lowery, played by Josh Flitter, steals the scenes he is in. After you see the film, Google to find the actual photograph of Ouimet and Lowery at the tournament, to get an even better appreciation of how incredible this match truly was.",positive
"I'll tell you a tale of the summer of 1994. A friend and I attended a Canada Day concert in Barrie, and it was a who's who of the top Canadian bands of the age. We got there about 4am, waited in line most of the morning, and when the doors opened at 9am, we were among the first inside the gates. We then waited and waited in the hot sun, slowly broiling but we didn't care, because the headliners were among our favourites. At one point, early in the afternoon, I sat down and dozed off with my back to the barrier. I was awakened to my shock and dismay by a shrieking girl wearing a Rheostatics t-shirt. This is the reason I have hated the Rheostatics to this day. There's nothing reasonable, nor taste-determined, nor really anything except their fandom. Snotty of me, isn't it? So, I, in my hatred of the band, have denied myself the delight that is Whale Music.<br /><br />Desmond Howl had it all. It's hard to say what he's lost, since he lives in a fantastic mansion wedged between the ocean and the mountains (the BC region where the movie was shot is breathtaking). The life most of us dream of is dismantled by dreams, phantoms, and his own past, until the day a teenaged criminal breaks in...and, trite as it sounds, breaks him out.<br /><br />Canadian cinema suffers from several problems. Generally, a lack of money, as well as an insufferable lack of asking for help (as if somehow the feature would cease to be Canadian) leads to lower production values than American or British films, and most people don't like to watch anything that sounds or looks like, well, not like an American film. Next, Canadian screenwriters often seem so caught up in being weird that they lose sight of how to tell a good story, and tell it well. Third, they seem to think that gratuitous nudity (often full-frontal) makes something artistic. I'm sure anyone who watches enough Canadian movies, especially late at night on the CBC, knows exactly what I'm talking about. It's almost like a ""don't do this"" handbook exists out there somewhere and Canadian film-makers threw it out a long time ago.<br /><br />In the 90s and 00s, however, some films (such as Bruce McDonald's work and the brilliant C.R.A.Z.Y.) have broken this mold, and managed to maintain what makes them Canadian, while holding onto watchable production values and great stories. Whale Music is such a film, on the surface. Deeper than just its Canadian-isms, it's a deeply moving story of a man who's lost his grip, through grief and excess, who is redeemed by music then by love. And that redeems even the Rheostatics. :)",positive
"This Movie is complete crap! Avoid this waste of celluloid at all costs, it is rambling and incoherent. I pride myself on plumbing the depths of 70's sleaze cinema from everything from Salo to Salon Kitty. I like being shocked, but I need a coherent story. However if watching horses mate gets you off this film is for you. The saddest part was that lame werewolf suit with the functional wang. I mean its just plain hard to sit through, not to mention the acting is terrible and the soundtrack is dubbed badly. Please, I know the cover is interesting (what looks like a gorillas hands reaching for a woman's bare ass)but don't waste your time or money as you won't get either back.",negative
"When the Italians and Miles O'keeffe work together nothing can go wrong! As ever, Miles is great as the almost as great Ator; the most lovable barbarian of all times. Totally lives up to the first movie.",positive
"Tatie Danielle is all about a ghastly old hag who torments her loving and oblivious family out of sheer spite. There's a bit of subtext that might be about France's colonial past but it's mostly just Danielle doing the sorts of things (like deliberately abandoning a small child in a park) that would soon have a man picking up his teeth with broken fingers. Sadly, that doesn't happen here. It looks good and the acting is fine and there's nothing really wrong with the concept but it's just so SMUG. God, does this movie love itself. Pity it isn't nearly as clever or as funny as it thinks it is. The only impetus in the show - sorry, movie - comes from Danielle getting nastier and nastier, and the only surprise comes from watching the increasingly improbable ways she does this. That's right: just like in a sitcom, which is what this is, with the added 'bonus' of delusions of grandeur and a 110-minute running time.",negative
"This was alright. It was one of those We Gotcha But We Don't Have Enough Evidence Yet storylines. In the couple handfulls of movies I've seen her in, I've never really though much of Stephanie Zimbalist. A professional TV actress she is but nothing really outstanding. Here in this she was definitely above average as the former fed (or was it fed on loan?) profiler. Her character got along well with the motley bunch of Special Investigation Unit cops she was assigned with. There wasn't really a goofy character you'd roll your eyes at and just despise which was good. Also good is it takes awhile to know who the murderer is... but when I found out I wasn't that surprised. Oh well. One more thing that was good was the Los Angeles locations. Quite possibly if this was made today they'd use Toronto or Vancouver but here they really shot in downtown L.A. Like that a lot (even though I semi-despise L.A.) Liked the movie, too. I don't know if I'd ever watch it again but it wasn't too bad. My grade: B-",positive
"Did anyone else notice whenever they are in the car each time the camera takes a new angle they switch roads. Like in one scene it is a one lane residential with sidewalks, next they are on a multiple lane highway with a divider, next a two lane country road with double yellow lanes. I can understand a low budget but that was just sloppy film work.<br /><br />I also read the other reviews and disagree that it was a bad movie. I think that if you are a fan of Paul Reiser and his comedy then you may enjoy this movie. If, however, you find his work/not funny then I would recommend staying away from this one.",negative
"The only good thing that this movie created was that it made me hungry for ice cream, minus the dead body parts in it. The movie is one of the most cheesy I've seen in a long time. When the ""Ice Cream King"" dies in the beginning, I was laughing so hard because the kid took the ice cream from him and started eating it. His mom asked him to say something and should should have said ""Leave me alone and let me eat the free ice cream so I can watch my acting career go down the drain at a young age."" That seems about right for a line. Then I wondered why the ice cream prince was behind the bars of his ice cream truck. Was someone going to rob him of his twenty cents? I've never seen bars on a ice cream truck window. It seemed pretty stupid. You might as well forget about the acting because it is just awful. Forget about this movie and go down to dairy queen and get an ice cream.",negative
"The only thing about this film that bums me out is that the DVD is so expensive. It's too much for my budget at the moment, or I would purchase it, because the film is a good example of film noir...and I enjoy watching Richard Widmark, Jean Peters and Thelma Ritter.<br /><br />Criterion produces great DVDs but sometimes the asking price is just a bit much. That's the case here for an 80-minute black-and-white, mono sound film that is good but nothing extraordinary, cinematography-wise.<br /><br />The story is the story here (as opposed to visuals, actors, sound, sets, etc.) as a pickpocket (Widmark) inadvertently winds up with espionage microfilm in his possession after pilfering Peters' purse. (say that three times!). Everyone but Peters is a believable character in this movie: Widmark, the cops, the U.S. agents and the Communists and, especially Ritter as ""Moe,"" an informant. She and Widmark are the stars of this film.<br /><br />Peters does a decent job of playing the cheap floozy but loses her credibility early on by ""falling in love"" with Widmark on the first meeting even though he's nasty to her. Only in world of film!! Too bad, because that ludicrous romance part of the story takes away from it.<br /><br />This an average film noir which means good, but not great and certainly not worth owning at a price of $25-$35. For that price, one could do a lot better in the film noir market.",positive
"I personally found the film to be great. I had it on pre-order for a month and watched it twice the day I got it in the mail, and several time since.. Yes, the time lapses may be a bit much, but the rest of the movie clearly compensates for it. All amature cast, yet the acting was right on for each part. The plot itself is just... haggard! There's no other way to describe it. Who makes a movie about someone getting f**gered!??? BAM, thats who. Genius. Simply genius. Two thumbs up. I would be honored to work with him any day, any time, on any thing.",positive
"My friend & I rented this movie and within the first 5 mins we had no idea what was going on. It felt like it should have been over within the first 15 mins. It was a terrible movie, my little brother could have been a better actor than some of the ones in the movie, and the plot (if you can call it that) was full of holes. Never would I recommend this movie to my worst enemy, yet anybody I actually like.",negative
"Jean Rollin artistic nonsense about vampires, aliens and the quest for immortality.<br /><br />The women are beautiful and the photography stunning. The dialog is inane. Its a laughable mess. Great to look at but as any semblance of a horror film or thriller purely awful. I'm trying to figure out if we're suppose to be scared or not. At the same time is it a put on or not? Its an odd mix of art film and horror that never quite meshes and while its nice to look at it never seems to ""mean"" anything, and its by no means scary even if the occasional shot or sequence creates a moment of frisson Its well made pretentious twaddle. Something to leave on in the background as a living wall paper for those who like naked women.",negative
"While not the first movie I've purchased for myself, this is almost certainly the one I've watched the most. The animation is well-drawn by the experts at Tokyo Movie Shinsa, and the animators frequently made use of clever techniques such as having the sun cause ""lens flare"", having the camera get soaked (and having the ""camera operator's hand"" clean the lens!) etc. While the film avoided becoming a an ""animator's gadget-fest"", the judicious but generous application of such techniques gave the film a much more ""realistic"" feel than the typical cartoon.<br /><br />The story has many interweaved plots which don't seem to have much to do with each other until everything comes together at the end, in a manner even the writers self-effacingly admit is contrived. Each of the major plot lines has its own musical theme, ranging from ""Pop goes the weasel"" [Hamton & Plucky], to the love theme from ""Romeo and Juliet"" [Fifi & Johnny]. The transitions between plotlines are slightly varied, but consistent.<br /><br />Truly a wonderful film; there isn't much original music, though the new lyrics to ""Spinning Song"" are clever and enjoyable. HIGHLY RECOMMENDED.",positive
"Everything in this film is bad , the story , the acting , the effects but its funny , funny , funny !!!Scott Valentine with the army uniform thats ten sizes too big is so bad with the permanent attempt at a scowl on his face as the leader of a special ops group its hilarious ! The ''terrorists'' are as scary and realistic as the ''raptors'' , this is so phoney and bad at everything it tries you have to laugh .The part where the giant T-REX who somehow snuck on board a ship and then somehow got below is blown up and you see the metal pole sticking up where its head was is the perfect ending .If your into bad films , this is the pot of gold , the mona lisa of b-b-bad !!!",negative
"that Welles said was that he's been in decline his whole career.<br /><br />There was an interesting story here. Unfortunately, Welles seemed completely incapable of telling it. Instead, he was trying to tell a bunch of different stories, about Elmyr, about Clifford Irving, about his pompous view of critics and experts, oh, yeah, and trying to jump start his current girlfriend's career by giving her unneeded screen time. (Oja, honey, when they told you to sleep with the director, they didn't mean one washed up like a whale on a beach!) <br /><br />Welles was probably trying to cash in with a bunch of footage of Clifford Irving as Irving was becoming a household name with his role in the faked auto-biography of Howard Hughes. Unfortunately, it means the subject of his film, Elmyr, didn't get the time he deserved and he was probably the more interesting story.<br /><br />The great tragedy of Orson Welles was that he peaked early, and then spent the rest of his career sputtering, finally doing wine commercials and awful documentaries...",negative
"I found it almost impossible to empathize with Ricci's character in this film. If she was supposed to be a depressive, I think the screenwriter and director neglected to research depressives before making this film because Ricci's character was more a depiction of a self-centered, worthless sh!tbag than a victim and survivor of depression.<br /><br />The forced attempt at introspective narration was as ludicrous as the pained interactions between her and the people around her. <br /><br />Sorry but I couldn't buy it. This is straight to video schlock. I'm glad I didn't pay to see this.",negative
"... but you probably have seen it or else you wouldn't be here. It's so obscure that you probably stumbled onto it like I did because this little known gem receives no word-of-mouth.<br /><br />From the very beginning you know how the storyline will shake out but watching as our innocent redheaded nurse puts the pieces of the puzzle together is high quality entertainment. Most horror films bombard viewers with graphic displays of torture but Don't Look in the Basement plays it subtle, which makes for superior suspense. Note to horror filmmakers: some of us do like subtlety! Lovely and homely nurse Charlotte takes a job at a sanitarium but is dismayed when she learns that the head doctor who hired her had a gruesome accident and she is now the subordinate to a mysterious doctor, who we all know isn't a doctor at all. The suspense is built through Charlotte's unraveling of events with assistance from many of the patients, but which of the patients can Charlotte trust? This is a gem and is my absolute favorite TRUE HORROR movie. I love Re-Animator and Evil Dead but they play more for the HORROR-COMEDY crowd.<br /><br />VIOLENCE: $$$ (Quite tame for horror standards but there is a decent sprinkling of gore throughout the film. The opening scene is classic; no other horror film starts out better, and the end has its fair share of gore as well).<br /><br />NUDITY: $$$$ (Eager to fall in love Allyson (Betty Chandler) spends a good deal of time naked, attempting to seduce half the men at the sanitarium. Betty Chandler is a knockout and I am shocked that this is her only film credit).<br /><br />STORY: $$$$ (The story is well handled despite the premise getting a lot of mileage in Hollywood. The script has a knack for building suspense and never fails to place poor Charlotte in a precarious situation).<br /><br />ACTING: $$$$ (Betty Chandler does the best job here as Allyson, capturing dementia with naiveté in an ethereal form. The Judge was splendid as well, weighing facts before he came to a verdict while Rosie Holotik as Charlotte gives a genuine performance as you will feel for her character.",positive
"I caught this at a screening at the Sundance Film Festival and was in Awe over the absolute power this film has. It is an examination of the psychological effects on our brave soldiers who join the military with hopes that they will protect and serve our country with honor as well as be taken care of by our government for it. The film details the psychological changes that takes place in boot camp as the soldiers are turned into ""killers for their country"" and put into the war and the after effects once they return home. It also portrays the effect that killing has on the human psyche. It pays homage to the Soldiers and never ever criticizes the soldiers unlike other films, instead criticizes a system that is not prepared to and does not take care of all the physical and psychological needs of the returned Vets.<br /><br />This film is powerful, moving, emotional and thought provoking. It stands as a call to arms to support our troops not only by buying stickers and going to parades but by actually listening to them, and helping to support a change in the way their health and well being is taken care of after the killing ends.<br /><br />The best film of the Festival so far, ****/****",positive
"I saw this movie last month at a free sneak preview and I walked out. It was pretty horrible. In the process of trying too hard, they over acted and made a horrible movie. I was disappointed since I felt all the actors had made respectable choices in the past so this one couldn't be that far off the mark--but, I was wrong. I was hoping they would give out a survey at the end of the movie so I could tell them not to release this movie. I was lured in by the free aspect of the preview, but it turned out to be a waste of my time--and, usually, I'm very easily amused. It tried to be innovative and creative with the shots, ideas and filming, but because they threw together so many ideas at once, it failed. I'm not usually picky about movies and I usually don't feel the need to display my opinions about movies, but I had to warn everyone not to watch it. I registered on IMDb just to tell all of you guys",negative
"While this movie won't go down in the annals of great cinema, it is a fun way to spend an hour and a half with the family. The film is finally being released in video where it should have debuted in the first place.<br /><br />The film is about an eclectic group of friends who gather for dinners which they have named, ""The Hungry Bachelors Club"". Jorja Fox plays a woman who serves as a surrogate in order to get a down payment for the restaurant that she wants to open. Bill Nunn plays a Cadillac-loving mystery man who becomes her lover. Fox gives an understated and touching performance and Nunn is reliably talented as always. Micheal des Barres is a hoot as an over the top attorney. The ensemble casts - made up of familiar faces - works nicely together to bring this wacky group of characters to life. This is a good rental and one of the few you can watch with the whole family.",positive
"If you've read the original novel, as I did, you will probably hate this thing.<br /><br />The film version of _Absolute Beginners_ is a nightmarish conglomerate of 1980s anachronisms attempting to create a ""period piece"" set in the late 1950s and failing to re-create or even pay homage to that period -- the US monstrosity of _Dirty Dancing_ does similar to 1963, except that film proved financially successful despite having equally amateurish screen writing. In addition to suffering from ""looking too 1980s"", the characters have been changed, re-arranged, and downplayed to the point that the only characteristics they have in common with those of the novel are the slightest superficial looks and, of course, their names: Suze is transformed from the narrator's flighty ex-girlfriend and promiscuous negrophile who willingly plans to marry a closeted old queen for money (at her own admittance in the first few pages) into a hapless and naive ""Eve""-archetype seduced by fame and glamour, exploited and somehow scammed into a sham marriage by her boss, who surprisingly wasn't given a Van Dyke and pointy hairstyle. She and the narrator, re-named ""Colin"" (after the book's author, Colin MacInnes) for the film, are also in a relationship.<br /><br />Big Jill's character, a lesbian seemingly butch yet ""fop like"" in her mid-20s who acts as pimp to a cadre of young and bubble-headed lesbians, and one of the narrator's closest friends, dispensing frank wisdom to the narrator, is reduced to a sort of ""named extra"" with only a few throw-away lines, and tonnes of comical outfits.<br /><br />The Fabulous Hoplite, a gay young man and another close friend of the narrator in the novel, is also reduced to the point of being pointless in the film, camped-up and all but ignored.<br /><br />The narrator's father in the novel is a sort of sad minor character but in the film, he's played to come off as optimistic and oddly spirited despite the squalid neighbourhood, and the disarray of his marriage to the narrator's mum seems, for all practical purposes, ignored.<br /><br />In its favour, the music (for what it is) is well-composed, and you have to give the production and writing crews credit for actually taking a line from the book (""...some days, they'll write musicals about the 1950s..."") as their inspiration to write a musical, but in the world of bad camped-up musicals, this is among the most poorly executed in the bunch. Unlike _Shock Treatment_ or _Starstruck_ crucial plot elements are treated as afterthoughts. Unlike _The Apple_, there is a choppy and uneven flow between musical numbers and spoken dialogue.<br /><br />You really can't blame it's ""too 1980s"" feel on the fact that it was created in the 1980s. The film version of _Annie_ released in 1981, pays a wonderfully well-executed tribute to the look and feel of New York City in the 1930s, and _Napolean Dynamite_ manages to capture a gritty sort of look and feel of the 1980s despite being made on a low budget in 2003 (though it's not explicitly set in the 1980s, those who lived through the decade cannot deny that the film ""feels very 1980s""). Obviously, it was _possible_ to make something good out of this, especially considering the iconic status that the source novel has in the UK, but it fails most apparently in the look and feel, and also in its treatment of the source material, which is downright disrespectful.<br /><br />Perhaps if you haven't read and have no intentions of reading the novel, you could enjoy this campy 1980s anachronism giving a shameful parody of late-1950s Soho London's modernist jazz set. I can definitely see what the writing team were attempting, but they definitely could have done better. With Boy George as a household name and mixed-race musicians and bands on the charts in 1986 UK, they definitely did _not_ need to bowdlerise the characters in the ways that they ended up doing. In fact, I'd go so far as saying that the writers wound up doing what both the book and film criticised harshly -- it ended up having a bunch of adults cranking out crap and treating its targeted teen-aged audience like two-bit idiots to make a quick buck off of.",negative
"""Children of wax"" also shown as ""Killing grounds"" is an interesting mixture of genres. Some might think the purity of the genre can be only for good but to me the eclectic symbioses is very entertaining. It is also in it's story the mixture of thriller and the popular action as well as the combination of the historic masterpiece and the ethnic plea for tolerance. This film is built with the starry presence of my favorite actor the perfect Armand Assante but it is also marked by the acting of a shooting star  Hal Ozan .We have recently seen him in the TV series on HBO called ""Sex"" . ""Children of wax"" is entertainment for the audience but the same time it has an everlasting moral for the ethnic tolerance. This is a wise way to seminate welfare. Discussion on the contemporary troubles of our days can be made with attractive means in this is very positive side of the film ""Children of wax"".",positive
